,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,release_month,day_of_release
4194,YA NO TE EXTRAï¿½,NASTY SINGLES,NATTI NATASHA,2023-12-07,USB272300115,4179,20.7,9129729,1422,3777844,,78290967,103564,,,,1621817535,4,5230,5,11,39011,12,,,,71640,0,12,Thursday
4195,Yankee 150,Yankee 150 - Single,Yandel,2023-06-16,QM6P42372371,4189,20.7,126879048,19994,19160060,63.0,26943448,151763,1427,"36,122",389534,,25,9665,5,8,120693,12,21058757,1446,525588,199309,1,6,Friday
4196,Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,2018-10-19,USUG11801956,4176,20.7,296469547,71250,11753515,62.0,39687605,346501,2084,"345,341",2575024,6328,10,808,,2,1406,,17918824,20468,54722837,340817,1,10,Friday
4197,The One That Got Away,Teenage Dream,Katy Perry,2010-01-01,USCA21001266,4172,20.7,921351898,110426,34757269,67.0,1126799119,5603400,110393,"54,883,634",397746382,528140571,40,25625,16,21,81354,16,302855271,220209,,4674619,0,1,Friday
4198,La Romana,X 100PRE,Bad Bunny,2018-12-23,QM7281884731,4191,20.7,410897040,71655,16804911,68.0,428412819,3256737,15791,"10,068,979",79348588,26238783,37,5585,19,8,184206,3,47439393,26404,,2764964,1,12,Sunday
4199,Soltera - Remix,Soltera (Remix),Lunay,2019-05-10,USA2P1927909,4180,20.7,960753774,96971,42696430,67.0,,,151800,"9,253,742",68313797,,95,18263,10,19,206475,29,124205996,30729,9048845,1945500,0,5,Friday
4200,Fine Day Anthem,Fine Day Anthem,Skrillex,2023-07-07,USAT22306616,4190,20.7,50471076,29417,28537805,65.0,6874694,138715,1161,"228,301",2893271,,19,6190,165,11,28211,14,43293,142,,437498,0,7,Friday
4201,Aking Pahinga - Sped Up Version,Aking Pahinga (feat. I-ghie) [Sped Up Version] - Single,Dro Perez,2022-12-15,QZTB62239239,4184,20.7,4671066,357,205254,39.0,,,1800000,"21,960,206",257457879,,,,,,,,,,,6026,0,12,Thursday
4202,Big Jet Plane,Big Jet Plane,Restricted,2022-12-09,DEUM72208091,4185,20.7,104493081,40264,10835008,64.0,4214887,50258,6920,"3,447,268",33784807,22312427,14,15281,,16,213835,,,,3146790,722782,1,12,Friday
4203,The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,2023-10-24,USRE12300349,4181,20.7,15336055,4793,2283611,1.0,3725312,104259,142,"187,968",13261497,17026658,18,81755,192,7,90570,23,844692,298,,181059,1,10,Tuesday
4204,Sarah's Place (feat. Noah Kahan),Sarah's Place (feat. Noah Kahan),Zach Bryan,2023-09-21,USWB12305747,4183,20.7,125267352,19156,3913622,,1895430,9640,,"204,223",1436305,,7,345,4,1,53340,24,8466580,2172,696721,91756,0,9,Thursday
4205,"Badass (From ""Leo"")","Badass (From ""Leo"")",Anirudh Ravichander,2023-09-28,INS172309078,4174,20.7,80886056,4145,3673433,,94460422,1977999,,"152,661",1917705,,2,58,,,,18,2829,25,,38070,0,9,Thursday
4206,Fuga Pa Cali 2,La Clase,Grupo Los de la O,2021-11-12,QZMFV2000234,4182,20.7,274559147,28733,10567336,66.0,225016104,1056037,18000,"8,935,584",98720581,,7,11,4,,,11,10537539,2620,2239350,592764,1,11,Friday
4207,Pano,Pano,Zack Tabudlo,2021-12-06,PHUM72100441,4173,20.7,261275106,28281,15565070,64.0,212525130,1350970,384326,"66,481,618",582712801,563870,13,1660,,,,,53001,244,,237547,0,12,Monday
4208,All The Parties (feat. Chief Keef),For All The Dogs,Drake,2023-10-06,USUG12306081,4177,20.7,48556312,18674,2057602,,3006021,43340,631,"559,278",4098401,,5,154,5,,,1,1338774,545,2264570,94446,1,10,Friday
4209,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,USAT21206701,4187,20.7,2106040891,231184,111114931,81.0,275768987,2172034,237576,"72,740,220",624816222,27825601,104,152868,228,184,1054128,39,,,,,0,12,Friday
4210,Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,USUM71207991,4210,20.6,455780340,62047,17493880,67.0,2801769,34063,32146,"1,143,655",11785941,,69,138702,281,5,6542,32,601741070,1027366,1839356,2690275,0,1,Sunday
4211,Blood Sweat & Tears,You Never Walk Alone,BTS,2017-02-13,KRA381700240,4201,20.6,563366391,4227,1081064,43.0,1138081643,19259795,145400,"44,951,221",247725561,127694240,3,,,1,187370,,,,,1045304,0,2,Monday
4212,BAND4BAND,BAND4BAND - Single,Central Cee,2024-05-23,USSM12404528,4203,20.6,86144467,50,49358,7.0,,,,,,,152,,,1,1359504,,,,,,0,5,Thursday
4213,All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,2020-10-16,DEA622000934,4215,20.6,267459903,56613,6099494,53.0,67857878,594378,160198,"28,393,269",369606102,28714593,63,201505,,40,741931,7,293167,577,,2831037,1,10,Friday
4214,Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,2023-09-29,ITQ002301128,4204,20.6,67967157,3843,8133274,62.0,64206693,380795,,,,976254552,25,19331,,6,3796345,25,3969,55,,501689,0,9,Friday
4215,DOLA,DOLA - Single,ANGGA DERMAWAN,2024-05-21,QZYHM2416383,4212,20.6,4906976,182,3077523,62.0,11083107,171439,,,,,2,,,1,4686,,,,,20420,0,5,Tuesday
4216,Lie,Perception,NF,2017-10-06,USUM71708227,4195,20.6,582549538,89956,24969551,69.0,231140951,2179847,101201,"17,464,697",93392003,28442651,10,51559,,13,5047,2,254950295,76133,,2288366,0,10,Friday
4217,Love Shot,LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,2018-12-13,KRA301800573,4207,20.6,358620184,30692,7198195,65.0,710463080,9902612,115162,"63,526,694",456814795,7717184,8,2786,13,3,9706,8,2591680,7873,,623684,0,12,Thursday
4218,Have You Ever Seen The Rain,Chronicle: The 20 Greatest Hits (Remastered 2023 / Hi Res),Creedence Clearwater Revival,2023-06-30,USC4R2334181,4196,20.6,,,,,,,,,,,,,,,,,,,,11085255,0,6,Friday
4219,Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,2022-11-18,USSM12208341,4214,20.6,92424493,45053,6604373,58.0,9282240,161536,22813,"11,813,458",120998374,9009528,22,14373,83,23,374295,,1754240,811,1906965,314486,1,11,Friday
4220,Experimento,Experimento - Single,Myke Towers,2021-09-23,USWL12100447,4216,20.6,228003109,58288,9225902,63.0,106513804,755609,234800,"67,461,581",548393169,5576038,29,14998,10,12,49051,21,1494027,913,,910638,0,9,Thursday
4221,Only,Only,Nicki Minaj,2014-10-28,USCM51400340,4217,20.6,557775679,78471,21317084,60.0,174422564,1250134,55769,"26,346,273",184569148,6,35,367,,11,73944,25,605054540,425555,,4162674,1,10,Tuesday
4222,Ginseng Strip 2002,Lavender - Single,Yung Lean,2013-01-01,SEY491300006,4202,20.6,276992369,105690,11367953,64.0,126116178,2585938,8515109,"1,684,766,527",17759263793,118201104,10,393,423,12,66615,,967609,4145,,3822373,1,1,Tuesday
4223,Good To Be,Good To Be,Mark Ambor,2023-10-17,QM24S2307335,4192,20.6,81632951,14438,9855635,,10815357,155660,6047,"4,287,181",42031379,,6,13292,,13,137275,1,69038,117,,500124,0,10,Tuesday
4224,My House,My House,Flo Rida,2015-03-17,USAT21500384,4205,20.6,1069960318,164242,38327757,71.0,475719992,3512318,834432,"157,571,123",1824623443,207197068,81,45968,405,17,16555,13,,,,,0,3,Tuesday
4225,Sun to Me,American Heartbreak,Zach Bryan,2022-05-20,USWB12201490,4209,20.6,307125680,37085,4580996,78.0,23958351,115841,82568,"11,598,936",91548493,237287388,5,1612,24,1,71,6,61065910,9915,2086392,170053,0,5,Friday
4226,Malicious Intentions,Malicious Intentions - Single,Pozer,2024-04-19,GBARL2400393,4198,20.6,9034106,1760,9486862,,2004196,33758,,,,24444704,3,752,2,5,205473,16,,,1375817,34516,1,4,Friday
4227,Hours In Silence,Her Loss,Drake,2022-11-04,USUG12208604,4218,20.6,147688885,45526,10274263,65.0,27720116,202844,4828,"1,267,812",12548958,,11,134,2,1,3521,2,7663068,3362,,541833,1,11,Friday
4228,Title,Title,Meghan Trainor,2014-09-09,USSM11406369,4193,20.6,205312051,28368,7213050,59.0,140553023,1777780,8936513,"1,042,870,769",11018922699,3660597,15,4257,72,15,51860,7,68138950,34917,,,1,9,Tuesday
4229,ID,ID - Single,Young Miko,2023-06-02,QZXD92300004,4197,20.6,118689822,21235,10088905,61.0,45565540,435913,62500,"23,571,763",215516634,7014186,17,3615,22,5,1370903,5,1171962,267,314977,227408,1,6,Friday
4230,In My Head,In My Head,Juice WRLD,2022-10-28,USUG12207965,4194,20.6,136878823,44098,14028444,62.0,46128261,705084,21940,"2,045,576",17208694,7484886,10,817,1,2,113827,7,6354076,3193,,164132,1,10,Friday
4231,Bori,Bori (feat. Lenier),6ix9ine,2023-03-31,QZJ842002915,4206,20.6,15856627,4695,494348,,93467042,1598098,588200,"46,238,462",830680479,,,118,,1,18344,,466750,506,,424524,0,3,Friday
4232,El Perdedor,El Perdedor,Maluma,2016-12-19,TCACU1692618,4219,20.6,783995,108,24816,,1311271229,3481101,,,,193678413,,,,,,,,,,,0,12,Monday
4233,Baller,Baller,Shubh,2022-09-09,QMBZ92275950,4211,20.6,261975922,21887,4773032,66.0,134202748,1512168,199453,"8,277,557",146849902,4244389,14,512,,,,2,28352,43,,240426,0,9,Friday
4234,Remember That Night?,Remember That Night?,Sara Kays,2020-11-06,USAT22007230,4200,20.6,363510259,62841,29185291,68.0,45636634,615650,98763,"135,673,629",907351760,7103,51,12357,17,12,12103,,44733897,9429,15009558,663298,0,11,Friday
4235,Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72307467,4208,20.6,88524099,26884,4613355,63.0,25881919,309105,1897,"2,333,269",15122285,15453,14,124,,1,8934,2,1714633,2461,,828611,0,6,Friday
4236,Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,2022-05-20,ES71G2217944,4199,20.6,97902676,29131,4436551,58.0,201368546,3657987,292,"23,173",334079,20853109,7,2981,,3,25321,6,,,634462,401243,0,5,Friday
4237,"ýý Isso Bebýý, Týý Certa!","ýý Isso Bebýý, Týý Certa!",Mc IG,2024-03-20,BRWMB2400226,4213,20.6,37218252,3393,15690540,,19919550,196089,,,,118545121,,,,17,934431,13,,,,,1,3,Wednesday
4238,Sobredosis (feat. Ozuna),Golden,Romeo Santos,2017-07-21,USSD11700341,4220,20.6,433074753,46083,14763723,69.0,733383572,3063277,90882,"27,678,224",271273148,69819676,20,3824,39,11,178299,18,105783651,31025,,2169286,0,7,Friday
4239,Bound 2,Yeezus,Kanye West,2013-01-01,USUM71307523,4239,20.5,948562412,227652,30088786,76.0,179763989,1952137,137434,"79,393,828",509550794,2115923,52,1601,23,13,34894,20,21177888,78958,31181184,2295441,1,1,Tuesday
4240,Proteï¿½ï¿½ï¿½ï¿½o,EP Meu Sonho - Pt. 2,Tarcï¿½ï¿½sio do Acor,2021-07-02,BCTOE2100085,4232,20.5,102703448,10682,3907728,58.0,390456652,2179957,14289,"4,402,423",46539050,20583147,3,373,,4,189807,2,,,4230390,89564,0,7,Friday
4241,Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,2023-04-27,BCSUV2303160,4244,20.5,36593527,4601,3863720,55.0,94498808,630206,472200,"64,661,196",1517249875,18850454,1,2,,,,2,,,,334171,0,4,Thursday
4242,COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,2022-12-02,GBUM72208113,4223,20.5,56645454,39890,4540523,67.0,9185128,133475,16025,"6,899,191",75363545,,4,3089,18,6,27747,6,,,4723712,306300,0,12,Friday
4243,Night Away (Dance) (feat. Tion Wayne),Night Away (Dance) (feat. Tion Wayne),A1 x J1,2022-03-03,GBUM72200940,4253,20.5,148855365,68961,4738866,57.0,21320423,302697,54045,"14,221,839",164949728,11866650,9,16726,,9,20327,6,,,,719356,1,3,Thursday
4244,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,USJZ10900031,4231,20.5,1021647566,253182,78527028,77.0,608425147,4576133,70684,"21,707,894",179539671,22687602,139,2996,,77,1163334,43,,,,13107981,1,9,Tuesday
4245,Paradise - Radio Edit,NRJ Music Awards 2012,Coldplay,2011-12-26,GBAYE1101144,4245,20.5,1287292679,143,20596,,1869323331,9256071,,,,253040757,,7718,,,,,,,,,0,12,Monday
4246,All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,2015-06-27,USAT21501575,4237,20.5,369947896,53156,11632300,62.0,1180773743,5461869,21506,"3,270,191",22026802,163934131,26,28859,48,6,26325,10,,,,,1,6,Saturday
4247,Starboy - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301497,4250,20.5,6231986,602,1043775,43.0,219872306,1538709,84,"103,579",676012,126984,,,,,,,7762,1165,,,1,3,Friday
4248,Bubalu,Bubalu,Becky G,2018-11-06,QZ7B81700010,4236,20.5,392308500,47157,12359129,64.0,559183696,3199782,149092,"12,034,242",93606502,30712745,21,789,,12,29748,15,75336645,20381,,1212362,0,11,Tuesday
4249,ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,2021-11-05,USSM12104018,4247,20.5,200895335,76844,14032430,63.0,35120030,692065,9426,"11,969,584",113665392,204246141,28,8857,52,20,666758,15,14971256,2425,,330838,1,11,Friday
4250,TiK ToK,TiK ToK,Kesha,2009-08-07,USRC10900433,4226,20.5,1204914998,198352,129620346,80.0,206057670,1772119,1086581,"138,077,337",1322923785,7243317,194,171829,130,122,2291036,77,230228038,386750,,7150174,0,8,Friday
4251,"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,2020-08-21,QZK6L2004258,4228,20.5,34096694,12150,1243018,46.0,2821703,78992,3593157,"593,480,076",6811158348,,1,59,,,,,37514935,32360,,791308,0,8,Friday
4252,Sweet Venom,ORANGE BLOOD,ENHYPEN,2023-11-17,USA2P2343662,4233,20.5,88814008,6254,5540598,,51139042,1197944,,"1,164",34200,66775460,6,1042,73,4,230512,11,,,339436,138797,0,11,Friday
4253,I KNOW ?,I KNOW ? (Official Music Video),Travis Scott,2024-01-23,USSM22301758,4225,20.5,531292995,1,39,,,,,,,,,,,,,,,,,,1,1,Tuesday
4254,Blinding Lights,Blinding Lights,xSyborg,2021-03-13,QZLBC2302779,4229,20.5,4261328190,,,,,,,,,,,,,,,,,,,,0,3,Saturday
4255,Feel This Moment,Greatest Hits,Pitbull,2009-01-01,USRC11201328,4243,20.5,687212492,158127,52673092,74.0,830074389,3735861,112554,"51,638,369",388454078,264030016,49,1411,199,31,46407,11,323641777,173661,15618720,10452280,0,1,Thursday
4256,Ocean Drive,Ocean Drive,Duke Dumont,2015-07-31,GBUM71504503,4246,20.5,624262344,152117,23361260,68.0,139990813,953527,30003,"5,605,679",61873397,41851,180,56327,34,50,357747,3,70073404,48317,15506367,13112923,0,7,Friday
4257,Love Story,Love Story,Disco Lines,2020-09-22,USUG12003755,4224,20.5,18566967,7400,851076,40.0,1349513,12007,4189200,"555,006,842",4579547361,144,3,1230,,1,1331,,695957,653,,86559,0,9,Tuesday
4258,Feel Special,Feel Special,TWICE,2019-09-23,US5TA1900074,4251,20.5,361382812,27358,7905495,64.0,607728749,5763424,45456,"31,985,856",277620586,77718925,32,1147,8,7,65007,12,2155171,5260,,392812,0,9,Monday
4259,Me Porto Bonito - Remix,Me Porto Bonito (Remix),ELITE Djs,2022-10-20,QZW9K2261810,4357,20.5,,10,359,7.0,,,,,,,,,,,,,,,,,0,10,Thursday
4260,Goin Baby,Baby On Baby,DaBaby,2019-03-01,USUM71902960,4248,20.5,225260644,51066,7548486,53.0,75234764,918947,35536,"6,376,897",55987733,2015013,11,3,,7,27786,5,43493680,29264,51300270,357955,1,3,Friday
4261,Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,2022-07-15,GBARL2201570,4242,20.5,142927322,32810,11080526,56.0,11242174,91853,650,"220,765",4614852,164246,42,122408,57,44,699913,34,694551,946,,1773915,0,7,Friday
4262,Famous Friends,Famous Friends,Chris Young,2020-11-20,USRN11900062,4235,20.5,177734775,25580,8683788,60.0,37838695,220814,22259,"7,070,216",62353303,93781468,36,313376,180,5,90079,23,94945469,14994,,651327,0,11,Friday
4263,To the Bone,Flying Solo,Pamungkas,2019-06-14,FR2X41995983,4221,20.5,442614126,39861,12416351,72.0,461577619,2914234,912650,"149,476,116",1424731067,45212529,10,3292,,,,,,,,403782,0,6,Friday
4264,Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,2019-09-13,GBCEN1900052,4230,20.5,399276193,102234,31645383,64.0,60323387,518058,34167,"3,411,947",36313288,44798495,114,130822,25,76,736094,15,3432852,1375,,5471296,0,9,Friday
4265,Alkool,Alkool,Melinda Ademi,2024-04-15,GX7852400218,4227,20.5,1761843,311,304790,,26145236,114630,,,,,1,,,,,,,,,20972,0,4,Monday
4266,Come Through (feat. Chris Brown),Come Through (feat. Chris Brown),H.E.R.,2021-04-23,USRC12100712,4238,20.5,172986367,40246,8921857,56.0,103030772,1128489,21608,"2,875,398",26458622,22239303,72,101246,156,25,89707,36,93062258,18391,,1353202,1,4,Friday
4267,Mi Niï¿½,Mi Niï¿½,Wisin,2020-09-23,QMBZ92014731,4234,20.5,400985699,62355,13993469,60.0,251851094,1816301,,,,12732039,58,24906,46,18,148048,16,12216631,2063,,985993,0,9,Wednesday
4268,Pretty Girls,Pretty Girls,Frenna,2024-03-14,NLG662400072,4252,20.5,28452972,6696,5408775,69.0,3402827,17861,,,,2606582,7,3986,,9,464315,,227,,,49939,0,3,Thursday
4269,In This Darkness,In This Darkness - Single,Clara La San,2023-01-29,QZFZ62368273,4241,20.5,138987928,27997,4821947,5.0,56123070,521760,82593,"21,715,531",125057113,101,1,33,,1,245,,392407,3890,,952142,0,1,Sunday
4270,Gangsta's Paradise (feat. L.V.),Get Ur Freak On - R&B Anthems,Coolio,2012-11-16,USRH11200639,4254,20.5,1666699743,183,49151,,1537876575,12732846,,,,411493809,,,,,,,,,,,0,11,Friday
4271,Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,2023-08-04,USA2P2330132,4240,20.5,15885603,5781,2276683,53.0,9303252,103569,26380,"2,629,769",17072834,,4,49615,111,2,683267,3,4964003,2127,4147498,692423,1,8,Friday
4272,"I'm A Star - From ""Wish""","I'm A Star (From ""Wish"")",Wish - Cast,2023-11-08,USWD12328243,4249,20.5,15085389,1102,7158675,,259533,2536,659400,"688,861",16745620,,8,14,,1,18,,285437,539,,25910,0,11,Wednesday
4273,ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýýýýý,2023-04-28,THSOH2302594,4222,20.5,4943057,1054,162895,46.0,127116431,446428,433600,"9,609,256",140922309,,,,,,,,,,,13291,0,4,Friday
4274,Sundress,Sundress,A$AP Rocky,2018-11-20,USRC11803252,4256,20.5,595930584,153078,26248264,80.0,47780609,656845,14062,"4,253,139",37094174,162174,27,18,,45,131564,12,1764060,6670,,903716,1,11,Tuesday
4275,But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,2023-05-05,USUG12302602,4255,20.5,36475819,6175,3480683,53.0,1589418,14475,2242,"488,118",8897673,,15,123864,30,4,170912,19,30257772,3927,,206562,0,5,Friday
4276,No Friends In The Industry,Certified Lover Boy,Drake,2021-09-03,USUG12104408,4267,20.4,219008713,75763,15186307,62.0,45087615,436734,18678,"7,831,496",99452041,21726724,38,4525,77,8,137842,8,32145840,6808,,618189,1,9,Friday
4277,Lahore Brand,Lahore Brand - Single,Mazhar Rahi,2022-05-01,TCAGE2246215,4278,20.4,49081,17,211,14.0,3815187,25561,2500670,"17,004,348",258152598,,,,,,,,,,,8894,0,5,Sunday
4278,Clouded,Fuck The World,Brent Faiyaz,2020-02-07,QM24S1927163,4264,20.4,556176640,86180,14946584,75.0,53515473,406554,59652,"39,850,870",203313460,,21,48,6,1,5286,1,15516583,12748,15539564,478489,1,2,Friday
4279,ýýýýýý,ýýýýýý - Single,YOASOBI,2022-10-01,JPP302200613,4265,20.4,140194014,16841,3520046,58.0,180515322,910440,32900,"3,919,101",80078422,80802280,12,877,,2,7643,2,406213,115,,196568,0,10,Saturday
4280,Mua!,Mua!,Barracca Republic,2021-01-31,USCGH2142682,4261,20.4,3739,1,3,1.0,,,4300000,"27,781,327",504872722,,,,,,,,,,,,0,1,Sunday
4281,Day 'N' Nite (nightmare),Day 'N' Nite,Kid Cudi,2009-01-01,USUM70957500,4277,20.4,836986096,185976,32031700,64.0,348950018,2261189,27380,"12,146,399",87179494,217960715,90,16944,205,17,219233,5,675329188,430587,3925477,2984024,1,1,Thursday
4282,El Gavilï¿½,El Gavilï¿½ï¿½n - Si,Luis R Conriquez,2022-10-21,USANG2216030,4282,20.4,350440369,24886,11413202,72.0,92967556,709386,52200,"11,077,840",128910215,,11,21,,3,330705,5,13224203,1933,,264907,0,10,Friday
4283,Shootout,Shootout,Izzamuzzic,2022-06-29,US3DF2266823,4276,20.4,130356067,36554,7213291,63.0,47933349,701867,392301,"96,942,439",912236577,,12,1356,3,,,3,,,,2634134,0,6,Wednesday
4284,La kiffance,La kiffance,Naps,2021-02-26,FR10S2128331,4271,20.4,224163089,45837,4034090,60.0,250952705,1213244,168782,"41,456,214",443031452,3155590,43,16408,,20,1758780,10,,,959148,1206078,1,2,Friday
4285,Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,2022-05-13,IDUM72200112,4281,20.4,265767551,15498,5060429,63.0,154689466,1539974,609748,"273,895,600",3276084075,45889,16,5371,,,,,,,,223331,0,5,Friday
4286,Gimme Love,Gimme Love (Channel Tres Remix),Joji,2020-04-10,ZZOPM2002154,4262,20.4,379518360,101883,12544781,21.0,127485188,2075278,289937,"104,902,966",653804560,446457,26,3011,18,18,56573,12,2680360,5712,,575207,0,4,Friday
4287,Wet (She Got Thatï¿½ï,Wet,YFN Lucci,2020-02-14,USUYG1297281,4275,20.4,93229994,24779,2554563,44.0,143927230,1205650,2540017,"233,884,067",1572821812,2689828,14,4051,,8,9537,1,64655444,33582,,602271,1,2,Friday
4288,Body,Body,Russ Millions,2021-03-25,GBAHS2100158,4272,20.4,139377440,67820,5628995,55.0,121680881,2182395,357406,"235,829,803",1968763986,96246226,25,5527,,7,56816,,142285,815,,2656896,1,3,Thursday
4289,VOID,VOID,Melanie Martinez,2023-03-29,USAT22220418,4259,20.4,121386649,17170,3091212,56.0,36712138,1221832,136234,"45,708,060",399701698,4725463,25,25855,16,12,200710,11,2154605,3196,2224291,232347,0,3,Wednesday
4290,Lose It,Lose It,Through Fire,2023-02-14,USYFZ2327704,4273,20.4,301362,311,34870,18.0,226550416,1992781,16,"1,337",17823,267731462,2,2856,5,,,,384522,,,,0,2,Tuesday
4291,Mercury: Retrograde,Hexada,Ghostemane,2017-09-05,TCADG1741539,4279,20.4,333141510,89320,8824592,66.0,598853994,8509686,27645,"10,827,772",95172888,5354323,5,26,,5,22479,,13402631,23519,,2175482,1,9,Tuesday
4292,"Love You, Miss You, Mean It","Love You, Miss You, Mean It",Luke Bryan,2024-04-05,USUG12401524,4274,20.4,8943283,1202,10551304,,,,,,,,15,15198,4,3,327756,10,9230202,849,40328,42299,0,4,Friday
4293,Last Night Lonely,Last Night Lonely,Jon Pardi,2022-02-17,USUM72200664,4269,20.4,134725621,19072,2970003,65.0,22650713,114566,3344,"1,325,349",14258097,255579464,8,193502,171,4,132683,18,70178744,2712,,369402,0,2,Thursday
4294,MONEY ON THE DASH - SPED UP,MONEY ON THE DASH,Elley Duhï¿,2023-01-20,QZLBC2201771,4268,20.4,179176296,41284,34923502,76.0,,,37300,"12,038,876",156208048,,3,464,,10,212366,4,37491,215,,400805,0,1,Friday
4295,breathin,Sweetener,Ariana Grande,2018-08-17,USUM71808582,4258,20.4,633631183,43387,15890645,64.0,445027001,5513277,13920,"14,375,409",118002159,153280685,50,77909,78,16,187289,9,146212559,57665,,36891,1,8,Friday
